"SpaceID","EventTime_UTC","OccupancyState"
"61114","2026 May 12 12:23:34 AM","OCCUPIED"
"CB4272A","2026 May 12 12:23:23 AM","VACANT"
"CB715","2026 May 12 12:23:21 AM","OCCUPIED"
"CB1062","2026 May 12 12:23:06 AM","OCCUPIED"
"CB4120","2026 May 12 12:22:52 AM","VACANT"
"SP521","2026 May 12 12:22:42 AM","OCCUPIED"
"CB4407","2026 May 12 12:22:33 AM","VACANT"
"WV100","2026 May 12 12:22:32 AM","VACANT"
"SP78A","2026 May 12 12:22:27 AM","OCCUPIED"
"CB2079","2026 May 12 12:22:22 AM","VACANT"
"CB4406","2026 May 12 12:22:16 AM","VACANT"
"CB1634","2026 May 12 12:22:12 AM","VACANT"
"CB3395","2026 May 12 12:22:07 AM","VACANT"
"CB1970","2026 May 12 12:22:01 AM","VACANT"
"ED237","2026 May 12 12:21:56 AM","VACANT"
"CB2641B","2026 May 12 12:21:53 AM","OCCUPIED"
"CB4119","2026 May 12 12:21:51 AM","VACANT"
"SP543","2026 May 12 12:21:44 AM","OCCUPIED"
"CB4231","2026 May 12 12:21:34 AM","OCCUPIED"
"SP685","2026 May 12 12:21:33 AM","VACANT"
"LT571","2026 May 12 12:21:28 AM","OCCUPIED"
"SP364","2026 May 12 12:21:27 AM","VACANT"
"CB832","2026 May 12 12:21:26 AM","VACANT"
"SP572","2026 May 12 12:21:14 AM","OCCUPIED"
"CB484","2026 May 12 12:21:11 AM","VACANT"
"CB323","2026 May 12 12:21:03 AM","VACANT"
"CB1105","2026 May 12 12:21:03 AM","OCCUPIED"
"CT498","2026 May 12 12:20:58 AM","OCCUPIED"
"CB24","2026 May 12 12:20:47 AM","OCCUPIED"
"CB1857","2026 May 12 12:20:46 AM","VACANT"
"CB3506","2026 May 12 12:20:26 AM","OCCUPIED"
"CB3370","2026 May 12 12:20:06 AM","VACANT"
"CB4271A","2026 May 12 12:19:56 AM","OCCUPIED"
"CB2730","2026 May 12 12:19:54 AM","VACANT"
"CT512","2026 May 12 12:19:50 AM","OCCUPIED"
"LT334","2026 May 12 12:19:32 AM","VACANT"
"CB2179","2026 May 12 12:19:28 AM","VACANT"
"LT11A","2026 May 12 12:19:16 AM","VACANT"
"CB1151","2026 May 12 12:19:09 AM","OCCUPIED"
"CB3938","2026 May 12 12:18:59 AM","OCCUPIED"
"CB1651","2026 May 12 12:18:56 AM","VACANT"
"SP594","2026 May 12 12:18:53 AM","OCCUPIED"
"CB761","2026 May 12 12:18:48 AM","VACANT"
"CB2367","2026 May 12 12:18:39 AM","VACANT"
"CB788","2026 May 12 12:18:39 AM","OCCUPIED"
"CB1318","2026 May 12 12:18:27 AM","OCCUPIED"
"CB760","2026 May 12 12:18:25 AM","VACANT"
"LT273A","2026 May 12 12:18:24 AM","OCCUPIED"
"CB693","2026 May 12 12:18:18 AM","VACANT"
"CB984","2026 May 12 12:18:09 AM","OCCUPIED"
"CB2735","2026 May 12 12:17:59 AM","OCCUPIED"
"CB1625","2026 May 12 12:17:49 AM","VACANT"
"CB4423","2026 May 12 12:17:48 AM","OCCUPIED"
"CB370","2026 May 12 12:17:47 AM","VACANT"
"CB661A","2026 May 12 12:17:35 AM","VACANT"
"CB3363B","2026 May 12 12:16:57 AM","VACANT"
"LT275","2026 May 12 12:16:56 AM","OCCUPIED"
"CB654","2026 May 12 12:16:34 AM","VACANT"
"CT427","2026 May 12 12:16:32 AM","VACANT"
"CB1568","2026 May 12 12:16:28 AM","VACANT"
"CT59","2026 May 12 12:16:19 AM","VACANT"
"CB2609A","2026 May 12 12:16:17 AM","VACANT"
"CB1153A","2026 May 12 12:16:17 AM","OCCUPIED"
"SP573","2026 May 12 12:15:57 AM","OCCUPIED"
"V172","2026 May 12 12:15:56 AM","OCCUPIED"
"CB768","2026 May 12 12:15:43 AM","OCCUPIED"
"LT9A","2026 May 12 12:15:42 AM","VACANT"
"CB419","2026 May 12 12:15:39 AM","VACANT"
"CB1953B","2026 May 12 12:15:34 AM","VACANT"
"CB415","2026 May 12 12:15:23 AM","VACANT"
"CB418","2026 May 12 12:15:22 AM","VACANT"
"CB2205","2026 May 12 12:15:10 AM","VACANT"
"LT343A","2026 May 12 12:14:56 AM","VACANT"
"SP544","2026 May 12 12:14:56 AM","OCCUPIED"
"CB2002","2026 May 12 12:14:47 AM","VACANT"
"CB1512","2026 May 12 12:14:15 AM","OCCUPIED"
"LT427","2026 May 12 12:14:08 AM","VACANT"
"WV487A","2026 May 12 12:14:03 AM","OCCUPIED"
"CB2239","2026 May 12 12:14:03 AM","OCCUPIED"
"CB1556","2026 May 12 12:13:57 AM","VACANT"
"CB658","2026 May 12 12:13:35 AM","VACANT"
"CB3235","2026 May 12 12:13:29 AM","OCCUPIED"
"CB1979","2026 May 12 12:13:10 AM","VACANT"
"CB2147C","2026 May 12 12:12:59 AM","OCCUPIED"
"CB2189","2026 May 12 12:12:53 AM","VACANT"
"CB3250A","2026 May 12 12:12:49 AM","OCCUPIED"
"CB1653","2026 May 12 12:12:49 AM","OCCUPIED"
"CB157A","2026 May 12 12:12:47 AM","VACANT"
"CB2162","2026 May 12 12:12:42 AM","OCCUPIED"
"CB2253","2026 May 12 12:12:31 AM","VACANT"
"LT8","2026 May 12 12:11:56 AM","VACANT"
"SP659","2026 May 12 12:11:54 AM","OCCUPIED"
"CB687","2026 May 12 12:11:51 AM","VACANT"
"SP309","2026 May 12 12:11:47 AM","OCCUPIED"
"SP83","2026 May 12 12:11:43 AM","OCCUPIED"
"CB655A","2026 May 12 12:11:40 AM","VACANT"
"CB4137","2026 May 12 12:11:30 AM","VACANT"
"CB867","2026 May 12 12:11:29 AM","VACANT"
"61244","2026 May 12 12:11:21 AM","VACANT"
"CB3369","2026 May 12 12:11:19 AM","OCCUPIED"
"CC778","2026 May 12 12:11:06 AM","VACANT"
"CB3358","2026 May 12 12:11:05 AM","OCCUPIED"
"CB3627","2026 May 12 12:10:51 AM","OCCUPIED"
"CB4064","2026 May 12 12:10:43 AM","VACANT"
"CB979","2026 May 12 12:10:43 AM","OCCUPIED"
"CB2295","2026 May 12 12:10:41 AM","VACANT"
"SP96","2026 May 12 12:10:39 AM","VACANT"
"CB1387","2026 May 12 12:10:35 AM","OCCUPIED"
"CB2168","2026 May 12 12:10:35 AM","VACANT"
"CB376A","2026 May 12 12:10:33 AM","VACANT"
"CB2840","2026 May 12 12:10:28 AM","OCCUPIED"
"SP95","2026 May 12 12:10:16 AM","VACANT"
"CB2093","2026 May 12 12:10:14 AM","OCCUPIED"
"CB1299","2026 May 12 12:10:06 AM","OCCUPIED"
"CB662","2026 May 12 12:10:02 AM","VACANT"
"CB4306A","2026 May 12 12:09:39 AM","OCCUPIED"
"CB260","2026 May 12 12:09:39 AM","OCCUPIED"
"CB657A","2026 May 12 12:09:22 AM","VACANT"
"CB3762","2026 May 12 12:09:22 AM","VACANT"
"CB739","2026 May 12 12:08:57 AM","VACANT"
"CB4177","2026 May 12 12:08:46 AM","VACANT"
"CB3931","2026 May 12 12:08:26 AM","VACANT"
"CB2389","2026 May 12 12:08:23 AM","VACANT"
"CB4066","2026 May 12 12:08:20 AM","VACANT"
"CB1564","2026 May 12 12:08:05 AM","OCCUPIED"
"CB498","2026 May 12 12:08:02 AM","VACANT"
"CB4239","2026 May 12 12:07:24 AM","VACANT"
"SP551","2026 May 12 12:07:17 AM","OCCUPIED"
"LZ110","2026 May 12 12:07:01 AM","OCCUPIED"
"CB671","2026 May 12 12:06:57 AM","OCCUPIED"
"CB1232","2026 May 12 12:06:55 AM","OCCUPIED"
"CB736","2026 May 12 12:06:30 AM","OCCUPIED"
"SP633","2026 May 12 12:06:25 AM","VACANT"
"CB2382","2026 May 12 12:06:19 AM","VACANT"
"CB3813","2026 May 12 12:06:16 AM","VACANT"
"CB1952","2026 May 12 12:06:15 AM","VACANT"
"SP579","2026 May 12 12:06:11 AM","VACANT"
"CB2284A","2026 May 12 12:06:08 AM","OCCUPIED"
"CB2231B","2026 May 12 12:06:07 AM","VACANT"
"CB644A","2026 May 12 12:05:57 AM","VACANT"
"LT1A","2026 May 12 12:05:49 AM","VACANT"
"SP636C","2026 May 12 12:05:17 AM","OCCUPIED"
"CB488","2026 May 12 12:05:01 AM","VACANT"
"SP655","2026 May 12 12:04:33 AM","OCCUPIED"
"SP501A","2026 May 12 12:04:32 AM","OCCUPIED"
"SP826","2026 May 12 12:04:29 AM","OCCUPIED"
"CB544","2026 May 12 12:04:17 AM","VACANT"
"WV679","2026 May 12 12:04:16 AM","OCCUPIED"
"CB3753","2026 May 12 12:04:03 AM","OCCUPIED"
"WV408","2026 May 12 12:03:57 AM","VACANT"
"WV281A","2026 May 12 12:03:28 AM","OCCUPIED"
"CB2641A","2026 May 12 12:03:25 AM","OCCUPIED"
"CB300","2026 May 12 12:03:24 AM","VACANT"
"CB3510","2026 May 12 12:03:13 AM","VACANT"
"CC1223","2026 May 12 12:03:06 AM","VACANT"
"CB2273","2026 May 12 12:03:02 AM","VACANT"
"CB3570","2026 May 12 12:02:59 AM","OCCUPIED"
"CB125","2026 May 12 12:02:59 AM","OCCUPIED"
"CB2266","2026 May 12 12:02:52 AM","OCCUPIED"
"SP503","2026 May 12 12:02:49 AM","OCCUPIED"
"CB2591","2026 May 12 12:02:42 AM","VACANT"
"LT303","2026 May 12 12:02:27 AM","OCCUPIED"
"CC793","2026 May 12 12:02:19 AM","VACANT"
"SP637C","2026 May 12 12:02:15 AM","VACANT"
"CB377","2026 May 12 12:02:14 AM","VACANT"
"CB895","2026 May 12 12:01:52 AM","OCCUPIED"
"CB489","2026 May 12 12:01:43 AM","VACANT"
"CB1226","2026 May 12 12:01:40 AM","OCCUPIED"
"SP658","2026 May 12 12:01:40 AM","OCCUPIED"
"CB3398","2026 May 12 12:01:39 AM","OCCUPIED"
"SP637D","2026 May 12 12:01:34 AM","OCCUPIED"
"HO142","2026 May 12 12:01:30 AM","OCCUPIED"
"LT479","2026 May 12 12:01:10 AM","OCCUPIED"
"SP546","2026 May 12 12:01:08 AM","OCCUPIED"
"CB4514","2026 May 12 12:00:54 AM","OCCUPIED"
"CB1950C","2026 May 12 12:00:47 AM","VACANT"
"LT477","2026 May 12 12:00:45 AM","OCCUPIED"
"CB482","2026 May 12 12:00:45 AM","VACANT"
"WP116","2026 May 12 12:00:37 AM","VACANT"
"WP112","2026 May 12 12:00:31 AM","VACANT"
"WV505","2026 May 12 12:00:23 AM","VACANT"
"WV672","2026 May 12 12:00:15 AM","OCCUPIED"
"CB4187","2026 May 11 11:59:52 PM","OCCUPIED"
"CB997","2026 May 11 11:59:48 PM","VACANT"
"CB4334","2026 May 11 11:59:46 PM","VACANT"
"CB4170","2026 May 11 11:59:41 PM","VACANT"
"CB2265","2026 May 11 11:59:40 PM","VACANT"
"CB4349A","2026 May 11 11:59:28 PM","OCCUPIED"
"CB208A","2026 May 11 11:59:03 PM","VACANT"
"CB3670A","2026 May 11 11:58:59 PM","VACANT"
"CB2263","2026 May 11 11:58:52 PM","VACANT"
"SP100","2026 May 11 11:58:51 PM","VACANT"
"CB4237","2026 May 11 11:58:41 PM","VACANT"
"CB201","2026 May 11 11:58:31 PM","OCCUPIED"
"CB121","2026 May 11 11:58:30 PM","OCCUPIED"
"LT281","2026 May 11 11:58:07 PM","OCCUPIED"
"CB433","2026 May 11 11:58:00 PM","VACANT"
"CB3939","2026 May 11 11:57:41 PM","OCCUPIED"
"CB302","2026 May 11 11:57:38 PM","VACANT"
"CB3844","2026 May 11 11:57:30 PM","OCCUPIED"
"CB3536","2026 May 11 11:57:18 PM","VACANT"
"HO132","2026 May 11 11:57:14 PM","UNKNOWN"
"WV481","2026 May 11 11:57:09 PM","OCCUPIED"
"CB251A","2026 May 11 11:56:59 PM","VACANT"
"CB4326","2026 May 11 11:56:45 PM","OCCUPIED"
"CB1989","2026 May 11 11:56:29 PM","OCCUPIED"
"CB3511","2026 May 11 11:56:16 PM","VACANT"
"SP99","2026 May 11 11:56:04 PM","VACANT"
"CB4265","2026 May 11 11:55:52 PM","VACANT"
"SP103","2026 May 11 11:55:45 PM","VACANT"
"CB1949C","2026 May 11 11:55:34 PM","VACANT"
"CT570A","2026 May 11 11:55:34 PM","VACANT"
"CB2213A","2026 May 11 11:55:26 PM","VACANT"
"SP277","2026 May 11 11:55:05 PM","VACANT"
"CB595","2026 May 11 11:54:45 PM","OCCUPIED"
"CT612","2026 May 11 11:54:44 PM","OCCUPIED"
"CB2094","2026 May 11 11:54:21 PM","OCCUPIED"
"CB1002","2026 May 11 11:54:19 PM","VACANT"
"CB4368B","2026 May 11 11:54:07 PM","VACANT"
"SP534","2026 May 11 11:54:00 PM","OCCUPIED"
"CB1335","2026 May 11 11:53:57 PM","OCCUPIED"
"SP492A","2026 May 11 11:53:47 PM","VACANT"
"CB339","2026 May 11 11:53:42 PM","VACANT"
"CB2274","2026 May 11 11:53:23 PM","VACANT"
"CB801","2026 May 11 11:53:10 PM","OCCUPIED"
"SV455","2026 May 11 11:53:08 PM","OCCUPIED"
"CB497","2026 May 11 11:53:05 PM","OCCUPIED"
"CB1939","2026 May 11 11:53:00 PM","VACANT"
"CB1231","2026 May 11 11:52:58 PM","OCCUPIED"
"WV326","2026 May 11 11:52:57 PM","OCCUPIED"
"CB1658","2026 May 11 11:52:50 PM","OCCUPIED"
"CB1382","2026 May 11 11:52:43 PM","OCCUPIED"
"CB4311","2026 May 11 11:52:35 PM","OCCUPIED"
"CB562","2026 May 11 11:52:22 PM","OCCUPIED"
"LT459","2026 May 11 11:52:01 PM","VACANT"
"CB4199","2026 May 11 11:51:47 PM","VACANT"
"WV331","2026 May 11 11:51:40 PM","OCCUPIED"
"WV674","2026 May 11 11:51:04 PM","OCCUPIED"
"CC632","2026 May 11 11:51:01 PM","VACANT"
"CB437","2026 May 11 11:50:26 PM","OCCUPIED"
"CB1243","2026 May 11 11:50:16 PM","OCCUPIED"
"CB4401","2026 May 11 11:49:46 PM","VACANT"
"61439","2026 May 11 11:49:44 PM","VACANT"
"WV406","2026 May 11 11:49:37 PM","OCCUPIED"
"CB4107","2026 May 11 11:49:32 PM","VACANT"
"SP104","2026 May 11 11:49:24 PM","OCCUPIED"
"CB1998","2026 May 11 11:48:26 PM","VACANT"
"LT236","2026 May 11 11:48:04 PM","VACANT"
"LT426","2026 May 11 11:48:00 PM","VACANT"
"LT426A","2026 May 11 11:47:54 PM","VACANT"
"SP587","2026 May 11 11:47:52 PM","OCCUPIED"
"CB3560","2026 May 11 11:47:16 PM","OCCUPIED"
"CT438A","2026 May 11 11:47:16 PM","OCCUPIED"
"CB1362","2026 May 11 11:47:11 PM","OCCUPIED"
"CB1949","2026 May 11 11:46:56 PM","VACANT"
"CB2379","2026 May 11 11:46:51 PM","VACANT"
"CB2004","2026 May 11 11:46:28 PM","VACANT"
"LT344A","2026 May 11 11:46:15 PM","VACANT"
"CB3499","2026 May 11 11:46:12 PM","OCCUPIED"
"SP316","2026 May 11 11:46:09 PM","OCCUPIED"
"CB4200","2026 May 11 11:45:59 PM","OCCUPIED"
"CB1511","2026 May 11 11:45:44 PM","OCCUPIED"
"SP637B","2026 May 11 11:45:25 PM","OCCUPIED"
"CB423","2026 May 11 11:45:24 PM","VACANT"
"LT10A","2026 May 11 11:45:21 PM","VACANT"
"CB2225","2026 May 11 11:44:49 PM","OCCUPIED"
"CB1032A","2026 May 11 11:44:35 PM","OCCUPIED"
"CB2405","2026 May 11 11:44:29 PM","OCCUPIED"
"SP533","2026 May 11 11:44:28 PM","OCCUPIED"
"CB422","2026 May 11 11:44:21 PM","VACANT"
"CB4343","2026 May 11 11:43:42 PM","VACANT"
"CB806","2026 May 11 11:43:30 PM","OCCUPIED"
"CB2322","2026 May 11 11:43:20 PM","VACANT"
"WP109","2026 May 11 11:43:08 PM","OCCUPIED"
"CB1811","2026 May 11 11:42:56 PM","OCCUPIED"
"CB4317","2026 May 11 11:42:47 PM","OCCUPIED"
"CB494","2026 May 11 11:42:35 PM","VACANT"
"CB1018B","2026 May 11 11:42:34 PM","VACANT"
"CB4513","2026 May 11 11:42:34 PM","OCCUPIED"
"CB410","2026 May 11 11:42:29 PM","VACANT"
"SP502A","2026 May 11 11:42:27 PM","OCCUPIED"
"CB2871","2026 May 11 11:41:22 PM","OCCUPIED"
"CB772","2026 May 11 11:41:10 PM","OCCUPIED"
"CB3497","2026 May 11 11:40:39 PM","OCCUPIED"
"CB3447","2026 May 11 11:40:33 PM","OCCUPIED"
"CB3338A","2026 May 11 11:40:13 PM","OCCUPIED"
"CB903","2026 May 11 11:39:52 PM","VACANT"
"CB707A","2026 May 11 11:39:33 PM","VACANT"
"SP632","2026 May 11 11:39:31 PM","VACANT"
"CB1800","2026 May 11 11:39:10 PM","OCCUPIED"
"CB160","2026 May 11 11:39:04 PM","VACANT"
"CB3773","2026 May 11 11:38:18 PM","VACANT"
"CB398","2026 May 11 11:38:07 PM","VACANT"
"CB4331","2026 May 11 11:38:06 PM","VACANT"
"CB3202","2026 May 11 11:37:59 PM","OCCUPIED"
"CB407","2026 May 11 11:37:29 PM","VACANT"
"HO1","2026 May 11 11:37:25 PM","OCCUPIED"
"SV117","2026 May 11 11:37:21 PM","VACANT"
"LT485","2026 May 11 11:37:21 PM","OCCUPIED"
"CB425","2026 May 11 11:37:16 PM","VACANT"
"CB2368","2026 May 11 11:36:18 PM","VACANT"
"SP499","2026 May 11 11:35:53 PM","OCCUPIED"
"CB408A","2026 May 11 11:35:42 PM","VACANT"
"CB391","2026 May 11 11:35:00 PM","VACANT"
"CB1115","2026 May 11 11:34:44 PM","OCCUPIED"
"CB899","2026 May 11 11:34:43 PM","OCCUPIED"
"CB1859","2026 May 11 11:34:31 PM","OCCUPIED"
"CB2206","2026 May 11 11:34:16 PM","VACANT"
"CB841","2026 May 11 11:34:12 PM","OCCUPIED"
"CB3143A","2026 May 11 11:34:09 PM","VACANT"
"CB1949A","2026 May 11 11:33:37 PM","VACANT"
"CB2269","2026 May 11 11:33:15 PM","VACANT"
"CB1449A","2026 May 11 11:33:13 PM","VACANT"
"CB666","2026 May 11 11:33:05 PM","VACANT"
"CB1971","2026 May 11 11:32:44 PM","OCCUPIED"
"SV27","2026 May 11 11:32:38 PM","VACANT"
"CB4134","2026 May 11 11:32:29 PM","VACANT"
"CB927","2026 May 11 11:32:23 PM","OCCUPIED"
"CB1003B","2026 May 11 11:32:05 PM","VACANT"
"LT476","2026 May 11 11:32:04 PM","OCCUPIED"
"CB4511","2026 May 11 11:32:03 PM","OCCUPIED"
"CB250D","2026 May 11 11:31:53 PM","VACANT"
"CB349","2026 May 11 11:31:51 PM","VACANT"
"CB318","2026 May 11 11:31:45 PM","VACANT"
"SP584","2026 May 11 11:31:42 PM","OCCUPIED"
"CB196","2026 May 11 11:31:38 PM","OCCUPIED"
"CB1805","2026 May 11 11:31:30 PM","OCCUPIED"
"CB4452","2026 May 11 11:31:23 PM","OCCUPIED"
"HO111A","2026 May 11 11:30:47 PM","OCCUPIED"
"CB3361","2026 May 11 11:29:23 PM","OCCUPIED"
"SP311","2026 May 11 11:29:06 PM","VACANT"
"CB2274D","2026 May 11 11:29:00 PM","OCCUPIED"
"SP343","2026 May 11 11:27:34 PM","OCCUPIED"
"SV118","2026 May 11 11:27:21 PM","OCCUPIED"
"WP115","2026 May 11 11:27:13 PM","VACANT"
"CB3803","2026 May 11 11:27:04 PM","OCCUPIED"
"LT468","2026 May 11 11:26:25 PM","OCCUPIED"
"CB2147D","2026 May 11 11:26:20 PM","OCCUPIED"
"V249","2026 May 11 11:26:18 PM","OCCUPIED"
"CB565","2026 May 11 11:26:05 PM","OCCUPIED"
"SP634","2026 May 11 11:25:38 PM","VACANT"
"LT12","2026 May 11 11:25:32 PM","OCCUPIED"
"CB2643","2026 May 11 11:25:24 PM","OCCUPIED"
"WV511","2026 May 11 11:25:16 PM","OCCUPIED"
"CB3960","2026 May 11 11:25:07 PM","OCCUPIED"
"SP117","2026 May 11 11:24:03 PM","OCCUPIED"
"CB1683","2026 May 11 11:24:03 PM","OCCUPIED"
"CB869","2026 May 11 11:23:59 PM","VACANT"
"SP597","2026 May 11 11:23:33 PM","VACANT"
"CB3748","2026 May 11 11:23:22 PM","OCCUPIED"
"CB2815","2026 May 11 11:23:12 PM","OCCUPIED"
"CB4135","2026 May 11 11:23:10 PM","VACANT"
"CB2297","2026 May 11 11:22:47 PM","VACANT"
"CB1150","2026 May 11 11:22:45 PM","VACANT"
"CB2497","2026 May 11 11:22:43 PM","OCCUPIED"
"CB3509","2026 May 11 11:22:40 PM","VACANT"
"CB319","2026 May 11 11:22:13 PM","VACANT"
"CB1951A","2026 May 11 11:21:38 PM","VACANT"
"SP496","2026 May 11 11:21:01 PM","OCCUPIED"
"CB1977","2026 May 11 11:20:55 PM","VACANT"
"WV330","2026 May 11 11:20:52 PM","OCCUPIED"
"SP640","2026 May 11 11:20:52 PM","OCCUPIED"
"CB4066A","2026 May 11 11:20:44 PM","OCCUPIED"
"WV25","2026 May 11 11:20:38 PM","OCCUPIED"
"SP867","2026 May 11 11:20:34 PM","VACANT"
"CB2178","2026 May 11 11:19:59 PM","OCCUPIED"
"CB2494","2026 May 11 11:19:20 PM","VACANT"
"CB1056","2026 May 11 11:19:04 PM","OCCUPIED"
"CB4410D","2026 May 11 11:18:58 PM","VACANT"
"CB799","2026 May 11 11:18:40 PM","OCCUPIED"
"SP493A","2026 May 11 11:18:22 PM","OCCUPIED"
"CB252A","2026 May 11 11:18:01 PM","VACANT"
"CB718A","2026 May 11 11:17:46 PM","OCCUPIED"
"CB1991","2026 May 11 11:17:38 PM","VACANT"
"CB652A","2026 May 11 11:17:38 PM","OCCUPIED"
"CB796","2026 May 11 11:17:33 PM","OCCUPIED"
"LT232","2026 May 11 11:17:24 PM","VACANT"
"LT339","2026 May 11 11:16:48 PM","OCCUPIED"
"CB457A","2026 May 11 11:16:29 PM","OCCUPIED"
"CC1260","2026 May 11 11:15:58 PM","OCCUPIED"
"CB1398A","2026 May 11 11:15:47 PM","OCCUPIED"
"CB1068","2026 May 11 11:15:42 PM","OCCUPIED"
"CB493","2026 May 11 11:15:37 PM","VACANT"
"CB3512","2026 May 11 11:15:33 PM","OCCUPIED"
"SP663","2026 May 11 11:15:02 PM","OCCUPIED"
"CB4350","2026 May 11 11:14:23 PM","OCCUPIED"
"SP492","2026 May 11 11:14:19 PM","VACANT"
"CB1799","2026 May 11 11:14:19 PM","OCCUPIED"
"CB1065B","2026 May 11 11:13:56 PM","OCCUPIED"
"CB3849","2026 May 11 11:13:53 PM","OCCUPIED"
"CB1517","2026 May 11 11:13:41 PM","VACANT"
"CB4108","2026 May 11 11:13:23 PM","VACANT"
"CB3570A","2026 May 11 11:12:55 PM","VACANT"
"CB1804","2026 May 11 11:12:18 PM","OCCUPIED"
"CB396","2026 May 11 11:11:54 PM","OCCUPIED"
"CB357","2026 May 11 11:11:50 PM","OCCUPIED"
"SP361","2026 May 11 11:11:48 PM","OCCUPIED"
"CB4316","2026 May 11 11:11:45 PM","OCCUPIED"
"CB755","2026 May 11 11:11:27 PM","OCCUPIED"
"CB2323","2026 May 11 11:11:24 PM","VACANT"
"SP805","2026 May 11 11:10:29 PM","OCCUPIED"
"LT121","2026 May 11 11:09:29 PM","OCCUPIED"
"SP491A","2026 May 11 11:09:06 PM","VACANT"
"CB1117","2026 May 11 11:09:02 PM","OCCUPIED"
"CB2384","2026 May 11 11:08:55 PM","VACANT"
"CB705A","2026 May 11 11:08:46 PM","OCCUPIED"
"SP523","2026 May 11 11:08:40 PM","OCCUPIED"
"SV354","2026 May 11 11:08:29 PM","VACANT"
"LT7","2026 May 11 11:08:26 PM","OCCUPIED"
"SP472","2026 May 11 11:08:10 PM","OCCUPIED"
"CB4455","2026 May 11 11:08:09 PM","OCCUPIED"
"WV673","2026 May 11 11:08:03 PM","OCCUPIED"
"CB1154","2026 May 11 11:06:34 PM","OCCUPIED"
"CB495","2026 May 11 11:06:31 PM","OCCUPIED"
"CB1319A","2026 May 11 11:06:25 PM","OCCUPIED"
"LT565","2026 May 11 11:06:13 PM","VACANT"
"CB511","2026 May 11 11:05:35 PM","OCCUPIED"
"CB763","2026 May 11 11:05:32 PM","OCCUPIED"
"CB2392","2026 May 11 11:05:15 PM","VACANT"
"SP598","2026 May 11 11:04:24 PM","VACANT"
"CB1950D","2026 May 11 11:04:17 PM","VACANT"
"CB4305","2026 May 11 11:03:51 PM","VACANT"
"HO118A","2026 May 11 11:03:43 PM","UNKNOWN"
"CB2358A","2026 May 11 11:03:36 PM","VACANT"
"WV350","2026 May 11 11:03:33 PM","OCCUPIED"
"CB271","2026 May 11 11:03:27 PM","VACANT"
"CB115","2026 May 11 11:03:26 PM","VACANT"
"CB3789","2026 May 11 11:03:12 PM","OCCUPIED"
"SP485","2026 May 11 11:03:01 PM","VACANT"
"CB364","2026 May 11 11:02:59 PM","VACANT"
"CB4121","2026 May 11 11:02:55 PM","VACANT"
"CB1149A","2026 May 11 11:02:52 PM","OCCUPIED"
"SP487A","2026 May 11 11:02:50 PM","OCCUPIED"
"CB3943","2026 May 11 11:02:47 PM","VACANT"
"CB503","2026 May 11 11:02:42 PM","OCCUPIED"
"SP565","2026 May 11 11:02:01 PM","VACANT"
"CB1076","2026 May 11 11:01:22 PM","VACANT"
"SP502","2026 May 11 11:00:38 PM","OCCUPIED"
"CB1201A","2026 May 11 11:00:13 PM","OCCUPIED"
"CB501","2026 May 11 11:00:01 PM","OCCUPIED"
"CB3063","2026 May 11 11:00:00 PM","VACANT"
"CB3356A","2026 May 11 10:59:44 PM","OCCUPIED"
"CB3524","2026 May 11 10:59:35 PM","OCCUPIED"
"CB2291","2026 May 11 10:59:32 PM","VACANT"
"CB381","2026 May 11 10:59:11 PM","VACANT"
"CB1043","2026 May 11 10:59:02 PM","OCCUPIED"
"CB1587","2026 May 11 10:58:59 PM","OCCUPIED"
"CB2176A","2026 May 11 10:58:55 PM","OCCUPIED"
"SP82","2026 May 11 10:58:52 PM","OCCUPIED"
"CB3192","2026 May 11 10:58:48 PM","OCCUPIED"
"CB2064","2026 May 11 10:58:41 PM","VACANT"
"CB2846","2026 May 11 10:58:38 PM","OCCUPIED"
"CB822","2026 May 11 10:58:33 PM","VACANT"
"LT490","2026 May 11 10:58:16 PM","VACANT"
"CB80","2026 May 11 10:58:16 PM","OCCUPIED"
"CB1143","2026 May 11 10:58:11 PM","VACANT"
"CB4012","2026 May 11 10:58:09 PM","VACANT"
"CB1008","2026 May 11 10:58:00 PM","VACANT"
"CB2611","2026 May 11 10:57:58 PM","OCCUPIED"
"CB1010","2026 May 11 10:57:55 PM","OCCUPIED"
"CB1049","2026 May 11 10:57:50 PM","OCCUPIED"
"CB345A","2026 May 11 10:57:50 PM","VACANT"
"CB492","2026 May 11 10:57:48 PM","OCCUPIED"
"CC788","2026 May 11 10:57:48 PM","VACANT"
"CB458","2026 May 11 10:57:45 PM","OCCUPIED"
"CB1957A","2026 May 11 10:57:19 PM","VACANT"
"CB3875","2026 May 11 10:57:13 PM","VACANT"
"CB770","2026 May 11 10:57:08 PM","OCCUPIED"
"CB3808","2026 May 11 10:56:56 PM","OCCUPIED"
"CB1107","2026 May 11 10:56:54 PM","OCCUPIED"
"SP268","2026 May 11 10:56:48 PM","OCCUPIED"
"CB642","2026 May 11 10:56:48 PM","OCCUPIED"
"CB249A","2026 May 11 10:56:24 PM","VACANT"
"CB3988","2026 May 11 10:56:01 PM","VACANT"
"CB3979","2026 May 11 10:55:54 PM","VACANT"
"CB1661","2026 May 11 10:55:33 PM","OCCUPIED"
"CB3980","2026 May 11 10:55:29 PM","VACANT"
"CB3345","2026 May 11 10:55:12 PM","VACANT"
