regime,source,target,source_sensor_id,target_sensor_id,importance,in_adjacency,hops,hop_bucket,road_distance_m,has_road_distance,haversine_m_reference_only,source_lat,source_lon,target_lat,target_lon
free_flow,145,59,761003,767366,0.289879,False,9,>8,,False,16434.9,34.15546,-118.30841,34.21216,-118.47341
free_flow,52,21,717495,769819,0.289618,False,9,>8,,False,20540.4,34.15664,-118.41326,34.20584,-118.19803
free_flow,166,180,772669,717510,0.288901,False,11,>8,,False,28749.2,34.07828,-118.22834,34.17128,-118.51976
free_flow,134,41,716951,772140,0.288623,False,10,>8,,False,24047.2,34.08581,-118.23182,34.16498,-118.47493
free_flow,134,182,716951,717825,0.287469,False,12,>8,,False,26850.0,34.08581,-118.23182,34.22164,-118.47307
free_flow,45,136,774011,765182,0.287187,False,-1,unreachable,,False,10271.0,34.14747,-118.20123,34.06491,-118.25126
free_flow,149,49,763995,716956,0.28662,False,9,>8,,False,18944.5,34.21979,-118.40931,34.10658,-118.25544
free_flow,67,178,773880,773975,0.286466,False,-1,unreachable,,False,11617.3,34.15367,-118.3484,34.14584,-118.22251
free_flow,105,87,718076,772597,0.286206,False,10,>8,,False,25742.8,34.16339,-118.2253,34.17109,-118.50495
free_flow,149,23,763995,716941,0.284839,False,9,>8,,False,25434.6,34.21979,-118.40931,34.05767,-118.21435
free_flow,134,172,716951,772178,0.284078,False,10,>8,,False,26263.3,34.08581,-118.23182,34.16903,-118.49885
free_flow,132,150,762329,717508,0.283581,False,12,>8,,False,26878.3,34.13904,-118.22862,34.17112,-118.51814
free_flow,69,152,717497,773996,0.283131,False,-1,unreachable,,False,18330.1,34.15685,-118.41456,34.14511,-118.21587
free_flow,66,40,767610,768066,0.283024,False,9,>8,,False,14953.8,34.18555,-118.21766,34.15118,-118.3748
free_flow,145,150,761003,717508,0.282431,False,9,>8,,False,19375.1,34.15546,-118.30841,34.17112,-118.51814
free_flow,56,182,716955,717825,0.28207,False,12,>8,,False,25279.1,34.09579,-118.24427,34.22164,-118.47307
free_flow,146,194,717502,759772,0.280995,False,10,>8,,False,15603.7,34.16521,-118.47484,34.17115,-118.30539
free_flow,66,100,767610,772151,0.280018,False,11,>8,,False,25918.4,34.18555,-118.21766,34.16928,-118.49872
free_flow,183,122,767495,717608,0.279896,False,9,>8,,False,14784.0,34.10377,-118.24992,34.17154,-118.38812
free_flow,89,152,767351,773996,0.279772,False,-1,unreachable,,False,23725.6,34.18022,-118.47022,34.14511,-118.21587
free_flow,162,59,717463,767366,0.27939,False,9,>8,,False,20542.5,34.09004,-118.3059,34.21216,-118.47341
free_flow,149,18,763995,769953,0.279176,False,11,>8,,False,19308.7,34.21979,-118.40931,34.20672,-118.19992
free_flow,69,49,717497,716956,0.278766,False,9,>8,,False,15676.1,34.15685,-118.41456,34.10658,-118.25544
free_flow,37,59,718204,767366,0.278626,False,10,>8,,False,17518.0,34.15541,-118.29575,34.21216,-118.47341
free_flow,134,86,716951,772596,0.278603,False,10,>8,,False,26875.9,34.08581,-118.23182,34.17126,-118.50495
free_flow,166,104,772669,717818,0.27757,False,10,>8,,False,24368.4,34.07828,-118.22834,34.1722,-118.46753
free_flow,149,50,763995,769831,0.277346,False,10,>8,,False,19209.6,34.21979,-118.40931,34.20663,-118.20101
free_flow,134,180,716951,717510,0.27733,False,11,>8,,False,28155.9,34.08581,-118.23182,34.17128,-118.51976
free_flow,149,201,763995,717590,0.277038,False,10,>8,,False,18110.8,34.21979,-118.40931,34.14929,-118.23182
free_flow,134,8,716951,737529,0.277025,False,13,>8,,False,25758.9,34.08581,-118.23182,34.20264,-118.47352
free_flow,63,184,769443,767494,0.276401,False,9,>8,,False,18391.3,34.15574,-118.43931,34.10377,-118.24962
free_flow,96,152,717481,773996,0.276332,False,-1,unreachable,,False,11207.6,34.10634,-118.32826,34.14511,-118.21587
free_flow,134,104,716951,717818,0.275475,False,10,>8,,False,23727.3,34.08581,-118.23182,34.1722,-118.46753
free_flow,134,181,716951,717513,0.275256,False,11,>8,,False,29712.8,34.08581,-118.23182,34.17339,-118.5368
free_flow,149,166,763995,772669,0.273203,False,9,>8,,False,22911.4,34.21979,-118.40931,34.07828,-118.22834
free_flow,127,152,717472,773996,0.273126,False,-1,unreachable,,False,10470.6,34.10045,-118.31601,34.14511,-118.21587
free_flow,166,152,772669,773996,0.272913,False,-1,unreachable,,False,7519.3,34.07828,-118.22834,34.14511,-118.21587
free_flow,161,200,717460,769806,0.27287,False,10,>8,,False,16363.2,34.08571,-118.30161,34.19638,-118.18442
free_flow,81,166,769431,772669,0.272477,False,9,>8,,False,22828.0,34.15843,-118.45664,34.07828,-118.22834
free_flow,149,152,763995,773996,0.271595,False,-1,unreachable,,False,19636.1,34.21979,-118.40931,34.14511,-118.21587
free_flow,45,122,774011,717608,0.271549,False,-1,unreachable,,False,17403.0,34.14747,-118.20123,34.17154,-118.38812
free_flow,141,21,769346,769819,0.271187,False,9,>8,,False,19737.9,34.15677,-118.40424,34.20584,-118.19803
